"salary","max","count"
"$64,332.00","$64,332.00","4"
"$64,333.00","$64,333.00","1"
"$64,334.00","$64,334.00","4"
"$64,335.00","$64,335.00","6"
"$64,336.00","$64,336.00","5"
"$64,337.00","$64,337.00","7"
"$64,338.00","$64,338.00","1"
"$64,339.00","$64,339.00","4"
"$64,340.00","$64,340.00","4"
"$64,341.00","$64,341.00","4"
"$64,342.00","$64,342.00","4"
"$64,343.00","$64,343.00","5"
"$64,344.00","$64,344.00","9"
"$64,345.00","$64,345.00","1"
"$64,346.00","$64,346.00","3"
"$64,347.00","$64,347.00","4"
"$64,348.00","$64,348.00","4"
"$64,349.00","$64,349.00","5"
"$64,350.00","$64,350.00","4"
"$64,351.00","$64,351.00","5"
"$64,352.00","$64,352.00","4"
"$64,353.00","$64,353.00","7"
"$64,354.00","$64,354.00","5"
"$64,355.00","$64,355.00","4"
"$64,356.00","$64,356.00","7"
"$64,357.00","$64,357.00","8"
"$64,358.00","$64,358.00","4"
"$64,359.00","$64,359.00","1"
"$64,360.00","$64,360.00","2"
"$64,361.00","$64,361.00","6"
"$64,362.00","$64,362.00","5"
"$64,363.00","$64,363.00","4"
"$64,364.00","$64,364.00","6"
"$64,365.00","$64,365.00","4"
"$64,366.00","$64,366.00","4"
"$64,367.00","$64,367.00","3"
"$64,368.00","$64,368.00","7"
"$64,369.00","$64,369.00","4"
"$64,370.00","$64,370.00","1"
"$64,371.00","$64,371.00","4"
"$64,372.00","$64,372.00","4"
"$64,373.00","$64,373.00","5"
"$64,374.00","$64,374.00","7"
"$64,375.00","$64,375.00","5"
"$64,376.00","$64,376.00","6"
"$64,377.00","$64,377.00","4"
"$64,378.00","$64,378.00","5"
"$64,379.00","$64,379.00","6"
"$64,380.00","$64,380.00","2"
"$64,381.00","$64,381.00","2"
"$64,382.00","$64,382.00","5"
"$64,383.00","$64,383.00","3"
"$64,384.00","$64,384.00","4"
"$64,385.00","$64,385.00","3"
"$64,386.00","$64,386.00","5"
"$64,388.00","$64,388.00","3"
"$64,389.00","$64,389.00","5"
"$64,390.00","$64,390.00","3"
"$64,391.00","$64,391.00","5"
"$64,392.00","$64,392.00","6"
"$64,393.00","$64,393.00","7"
"$64,394.00","$64,394.00","2"
"$64,395.00","$64,395.00","5"
"$64,396.00","$64,396.00","5"
"$64,397.00","$64,397.00","4"
"$64,398.00","$64,398.00","6"
"$64,399.00","$64,399.00","4"
"$64,400.00","$64,400.00","2"
"$64,401.00","$64,401.00","7"
"$64,402.00","$64,402.00","6"
"$64,403.00","$64,403.00","6"
"$64,404.00","$64,404.00","3"
"$64,405.00","$64,405.00","1"
"$64,406.00","$64,406.00","8"
"$64,407.00","$64,407.00","2"
"$64,408.00","$64,408.00","4"
"$64,409.00","$64,409.00","4"
"$64,410.00","$64,410.00","5"
"$64,411.00","$64,411.00","5"
"$64,412.00","$64,412.00","3"
"$64,413.00","$64,413.00","7"
"$64,414.00","$64,414.00","2"
"$64,415.00","$64,415.00","4"
"$64,416.00","$64,416.00","3"
"$64,417.00","$64,417.00","4"
"$64,418.00","$64,418.00","3"
"$64,419.00","$64,419.00","3"
"$64,420.00","$64,420.00","3"
"$64,421.00","$64,421.00","5"
"$64,422.00","$64,422.00","6"
"$64,423.00","$64,423.00","4"
"$64,424.00","$64,424.00","5"
"$64,425.00","$64,425.00","9"
"$64,426.00","$64,426.00","3"
"$64,427.00","$64,427.00","4"
"$64,428.00","$64,428.00","6"
"$64,429.00","$64,429.00","3"
"$64,430.00","$64,430.00","4"
"$64,431.00","$64,431.00","5"
"$64,432.00","$64,432.00","7"
"$64,433.00","$64,433.00","5"
"$64,434.00","$64,434.00","3"
"$64,435.00","$64,435.00","5"
"$64,436.00","$64,436.00","3"
"$64,437.00","$64,437.00","6"
"$64,438.00","$64,438.00","7"
"$64,439.00","$64,439.00","8"
"$64,440.00","$64,440.00","3"
"$64,441.00","$64,441.00","3"
"$64,442.00","$64,442.00","2"
"$64,443.00","$64,443.00","5"
"$64,444.00","$64,444.00","4"
"$64,445.00","$64,445.00","4"
"$64,446.00","$64,446.00","3"
"$64,447.00","$64,447.00","4"
"$64,448.00","$64,448.00","3"
"$64,449.00","$64,449.00","6"
"$64,450.00","$64,450.00","4"
"$64,451.00","$64,451.00","5"
"$64,452.00","$64,452.00","3"
"$64,453.00","$64,453.00","5"
"$64,454.00","$64,454.00","6"
"$64,455.00","$64,455.00","5"
"$64,456.00","$64,456.00","7"
"$64,457.00","$64,457.00","6"
"$64,458.00","$64,458.00","4"
"$64,459.00","$64,459.00","7"
"$64,460.00","$64,460.00","3"
"$64,461.00","$64,461.00","3"
"$64,462.00","$64,462.00","4"
"$64,463.00","$64,463.00","5"
"$64,464.00","$64,464.00","5"
"$64,465.00","$64,465.00","3"
"$64,466.00","$64,466.00","5"
"$64,467.00","$64,467.00","5"
"$64,468.00","$64,468.00","6"
"$64,469.00","$64,469.00","4"
"$64,470.00","$64,470.00","4"
"$64,471.00","$64,471.00","5"
"$64,472.00","$64,472.00","5"
"$64,473.00","$64,473.00","5"
"$64,474.00","$64,474.00","2"
"$64,475.00","$64,475.00","8"
"$64,476.00","$64,476.00","10"
"$64,477.00","$64,477.00","5"
"$64,478.00","$64,478.00","4"
"$64,479.00","$64,479.00","5"
"$64,480.00","$64,480.00","8"
"$64,481.00","$64,481.00","2"
"$64,482.00","$64,482.00","2"
"$64,483.00","$64,483.00","2"
"$64,484.00","$64,484.00","6"
"$64,485.00","$64,485.00","1"
"$64,486.00","$64,486.00","3"
"$64,487.00","$64,487.00","8"
"$64,488.00","$64,488.00","3"
"$64,489.00","$64,489.00","5"
"$64,490.00","$64,490.00","1"
"$64,491.00","$64,491.00","1"
"$64,492.00","$64,492.00","4"
"$64,493.00","$64,493.00","6"
"$64,494.00","$64,494.00","3"
"$64,495.00","$64,495.00","9"
"$64,496.00","$64,496.00","2"
"$64,497.00","$64,497.00","7"
"$64,498.00","$64,498.00","8"
"$64,499.00","$64,499.00","2"
"$64,500.00","$64,500.00","2"
"$64,501.00","$64,501.00","2"
"$64,502.00","$64,502.00","4"
"$64,503.00","$64,503.00","4"
"$64,504.00","$64,504.00","3"
"$64,505.00","$64,505.00","5"
"$64,506.00","$64,506.00","5"
"$64,507.00","$64,507.00","4"
"$64,508.00","$64,508.00","6"
"$64,509.00","$64,509.00","2"
"$64,510.00","$64,510.00","4"
"$64,511.00","$64,511.00","5"
"$64,512.00","$64,512.00","1"
"$64,513.00","$64,513.00","3"
"$64,514.00","$64,514.00","3"
"$64,515.00","$64,515.00","1"
"$64,516.00","$64,516.00","5"
"$64,517.00","$64,517.00","4"
"$64,518.00","$64,518.00","2"
"$64,519.00","$64,519.00","5"
"$64,520.00","$64,520.00","1"
"$64,521.00","$64,521.00","3"
"$64,522.00","$64,522.00","7"
"$64,523.00","$64,523.00","5"
"$64,524.00","$64,524.00","6"
"$64,525.00","$64,525.00","6"
"$64,526.00","$64,526.00","6"
"$64,527.00","$64,527.00","4"
"$64,528.00","$64,528.00","4"
"$64,529.00","$64,529.00","3"
"$64,530.00","$64,530.00","2"
"$64,531.00","$64,531.00","9"
"$64,532.00","$64,532.00","4"
"$64,533.00","$64,533.00","7"
"$64,534.00","$64,534.00","2"
"$64,535.00","$64,535.00","1"
"$64,536.00","$64,536.00","5"
"$64,537.00","$64,537.00","9"
"$64,538.00","$64,538.00","3"
"$64,539.00","$64,539.00","5"
"$64,540.00","$64,540.00","6"
"$64,541.00","$64,541.00","3"
"$64,542.00","$64,542.00","12"
"$64,543.00","$64,543.00","2"
"$64,544.00","$64,544.00","4"
"$64,545.00","$64,545.00","2"
"$64,546.00","$64,546.00","1"
"$64,547.00","$64,547.00","2"
"$64,548.00","$64,548.00","2"
"$64,549.00","$64,549.00","2"
"$64,550.00","$64,550.00","5"
"$64,551.00","$64,551.00","2"
"$64,552.00","$64,552.00","2"
"$64,553.00","$64,553.00","3"
"$64,554.00","$64,554.00","6"
"$64,555.00","$64,555.00","1"
"$64,556.00","$64,556.00","5"
"$64,557.00","$64,557.00","5"
"$64,558.00","$64,558.00","2"
"$64,559.00","$64,559.00","5"
"$64,560.00","$64,560.00","3"
"$64,561.00","$64,561.00","9"
"$64,562.00","$64,562.00","5"
"$64,563.00","$64,563.00","2"
"$64,564.00","$64,564.00","4"
"$64,565.00","$64,565.00","6"
"$64,566.00","$64,566.00","6"
"$64,567.00","$64,567.00","2"
"$64,568.00","$64,568.00","5"
"$64,569.00","$64,569.00","2"
"$64,570.00","$64,570.00","6"
"$64,571.00","$64,571.00","4"
"$64,572.00","$64,572.00","7"
"$64,573.00","$64,573.00","7"
"$64,574.00","$64,574.00","4"
"$64,575.00","$64,575.00","4"
"$64,576.00","$64,576.00","6"
"$64,577.00","$64,577.00","4"
"$64,578.00","$64,578.00","5"
"$64,579.00","$64,579.00","3"
"$64,580.00","$64,580.00","6"
"$64,581.00","$64,581.00","6"
"$64,582.00","$64,582.00","4"
"$64,583.00","$64,583.00","6"
"$64,584.00","$64,584.00","6"
"$64,585.00","$64,585.00","5"
"$64,586.00","$64,586.00","5"
"$64,587.00","$64,587.00","6"
"$64,588.00","$64,588.00","2"
"$64,589.00","$64,589.00","8"
"$64,590.00","$64,590.00","8"
"$64,591.00","$64,591.00","3"
"$64,592.00","$64,592.00","4"
"$64,593.00","$64,593.00","2"
"$64,594.00","$64,594.00","9"
"$64,595.00","$64,595.00","1"
"$64,596.00","$64,596.00","5"
"$64,597.00","$64,597.00","4"
"$64,598.00","$64,598.00","3"
"$64,599.00","$64,599.00","5"
"$64,600.00","$64,600.00","1"
"$64,601.00","$64,601.00","3"
"$64,602.00","$64,602.00","4"
"$64,603.00","$64,603.00","5"
"$64,604.00","$64,604.00","3"
"$64,605.00","$64,605.00","4"
"$64,607.00","$64,607.00","4"
"$64,609.00","$64,609.00","2"
"$64,611.00","$64,611.00","6"
"$64,612.00","$64,612.00","6"
"$64,613.00","$64,613.00","7"
"$64,614.00","$64,614.00","5"
"$64,615.00","$64,615.00","3"
"$64,616.00","$64,616.00","3"
"$64,617.00","$64,617.00","2"
"$64,618.00","$64,618.00","3"
"$64,619.00","$64,619.00","1"
"$64,620.00","$64,620.00","1"
"$64,621.00","$64,621.00","6"
"$64,622.00","$64,622.00","1"
"$64,623.00","$64,623.00","2"
"$64,624.00","$64,624.00","3"
"$64,625.00","$64,625.00","3"
"$64,626.00","$64,626.00","8"
"$64,627.00","$64,627.00","7"
"$64,628.00","$64,628.00","4"
"$64,629.00","$64,629.00","2"
"$64,630.00","$64,630.00","3"
"$64,631.00","$64,631.00","4"
"$64,632.00","$64,632.00","4"
"$64,633.00","$64,633.00","2"
"$64,634.00","$64,634.00","1"
"$64,635.00","$64,635.00","1"
"$64,636.00","$64,636.00","3"
"$64,637.00","$64,637.00","3"
"$64,638.00","$64,638.00","2"
"$64,639.00","$64,639.00","3"
"$64,640.00","$64,640.00","2"
"$64,641.00","$64,641.00","7"
"$64,642.00","$64,642.00","1"
"$64,643.00","$64,643.00","3"
"$64,644.00","$64,644.00","5"
"$64,645.00","$64,645.00","7"
"$64,646.00","$64,646.00","1"
"$64,647.00","$64,647.00","6"
"$64,648.00","$64,648.00","1"
"$64,649.00","$64,649.00","7"
"$64,650.00","$64,650.00","1"
"$64,651.00","$64,651.00","4"
"$64,652.00","$64,652.00","6"
"$64,653.00","$64,653.00","4"
"$64,654.00","$64,654.00","4"
"$64,655.00","$64,655.00","2"
"$64,656.00","$64,656.00","3"
"$64,658.00","$64,658.00","3"
"$64,659.00","$64,659.00","2"
"$64,660.00","$64,660.00","6"
"$64,661.00","$64,661.00","3"
"$64,662.00","$64,662.00","2"
"$64,663.00","$64,663.00","4"
"$64,664.00","$64,664.00","8"
"$64,665.00","$64,665.00","4"
"$64,666.00","$64,666.00","1"
"$64,667.00","$64,667.00","5"
"$64,668.00","$64,668.00","6"
"$64,669.00","$64,669.00","3"
"$64,670.00","$64,670.00","9"
"$64,672.00","$64,672.00","5"
"$64,673.00","$64,673.00","6"
"$64,674.00","$64,674.00","5"
"$64,675.00","$64,675.00","4"
"$64,676.00","$64,676.00","4"
"$64,677.00","$64,677.00","4"
"$64,678.00","$64,678.00","1"
"$64,679.00","$64,679.00","9"
"$64,680.00","$64,680.00","2"
"$64,681.00","$64,681.00","2"
"$64,682.00","$64,682.00","3"
"$64,683.00","$64,683.00","2"
"$64,684.00","$64,684.00","5"
"$64,685.00","$64,685.00","5"
"$64,686.00","$64,686.00","2"
"$64,687.00","$64,687.00","5"
"$64,688.00","$64,688.00","3"
"$64,689.00","$64,689.00","1"
"$64,690.00","$64,690.00","4"
"$64,691.00","$64,691.00","8"
"$64,692.00","$64,692.00","4"
"$64,693.00","$64,693.00","4"
"$64,694.00","$64,694.00","7"
"$64,695.00","$64,695.00","3"
"$64,696.00","$64,696.00","6"
"$64,697.00","$64,697.00","4"
"$64,698.00","$64,698.00","3"
"$64,699.00","$64,699.00","1"
"$64,700.00","$64,700.00","7"
"$64,701.00","$64,701.00","5"
"$64,702.00","$64,702.00","3"
"$64,703.00","$64,703.00","4"
"$64,704.00","$64,704.00","4"
"$64,705.00","$64,705.00","6"
"$64,706.00","$64,706.00","3"
"$64,707.00","$64,707.00","2"
"$64,708.00","$64,708.00","5"
"$64,709.00","$64,709.00","5"
"$64,710.00","$64,710.00","6"
"$64,711.00","$64,711.00","2"
"$64,712.00","$64,712.00","4"
"$64,713.00","$64,713.00","4"
"$64,714.00","$64,714.00","5"
"$64,715.00","$64,715.00","3"
"$64,716.00","$64,716.00","5"
"$64,717.00","$64,717.00","3"
"$64,718.00","$64,718.00","2"
"$64,719.00","$64,719.00","1"
"$64,720.00","$64,720.00","8"
"$64,721.00","$64,721.00","3"
"$64,722.00","$64,722.00","7"
"$64,723.00","$64,723.00","4"
"$64,724.00","$64,724.00","2"
"$64,725.00","$64,725.00","4"
"$64,726.00","$64,726.00","3"
"$64,727.00","$64,727.00","3"
"$64,728.00","$64,728.00","4"
"$64,729.00","$64,729.00","3"
"$64,730.00","$64,730.00","5"
"$64,731.00","$64,731.00","3"
"$64,732.00","$64,732.00","5"
"$64,733.00","$64,733.00","4"
"$64,734.00","$64,734.00","2"
"$64,735.00","$64,735.00","5"
"$64,736.00","$64,736.00","2"
"$64,737.00","$64,737.00","5"
"$64,738.00","$64,738.00","3"
"$64,739.00","$64,739.00","5"
"$64,740.00","$64,740.00","4"
"$64,741.00","$64,741.00","3"
"$64,742.00","$64,742.00","3"
"$64,743.00","$64,743.00","2"
"$64,744.00","$64,744.00","4"
"$64,745.00","$64,745.00","6"
"$64,746.00","$64,746.00","1"
"$64,747.00","$64,747.00","9"
"$64,748.00","$64,748.00","4"
"$64,749.00","$64,749.00","5"
"$64,750.00","$64,750.00","3"
"$64,751.00","$64,751.00","2"
"$64,752.00","$64,752.00","2"
"$64,753.00","$64,753.00","7"
"$64,754.00","$64,754.00","6"
"$64,755.00","$64,755.00","4"
"$64,756.00","$64,756.00","2"
"$64,757.00","$64,757.00","5"
"$64,758.00","$64,758.00","4"
"$64,759.00","$64,759.00","3"
"$64,760.00","$64,760.00","2"
"$64,762.00","$64,762.00","2"
"$64,763.00","$64,763.00","6"
"$64,764.00","$64,764.00","4"
"$64,765.00","$64,765.00","3"
"$64,766.00","$64,766.00","6"
"$64,767.00","$64,767.00","3"
"$64,768.00","$64,768.00","5"
"$64,769.00","$64,769.00","2"
"$64,770.00","$64,770.00","3"
"$64,771.00","$64,771.00","4"
"$64,772.00","$64,772.00","4"
"$64,773.00","$64,773.00","4"
"$64,774.00","$64,774.00","6"
"$64,775.00","$64,775.00","1"
"$64,776.00","$64,776.00","4"
"$64,778.00","$64,778.00","5"
"$64,779.00","$64,779.00","5"
"$64,780.00","$64,780.00","5"
"$64,781.00","$64,781.00","2"
"$64,782.00","$64,782.00","5"
"$64,783.00","$64,783.00","2"
"$64,784.00","$64,784.00","6"
"$64,785.00","$64,785.00","6"
"$64,786.00","$64,786.00","1"
"$64,787.00","$64,787.00","5"
"$64,788.00","$64,788.00","3"
"$64,789.00","$64,789.00","3"
"$64,790.00","$64,790.00","4"
"$64,791.00","$64,791.00","3"
"$64,792.00","$64,792.00","6"
"$64,793.00","$64,793.00","1"
"$64,794.00","$64,794.00","2"
"$64,795.00","$64,795.00","6"
"$64,796.00","$64,796.00","3"
"$64,797.00","$64,797.00","4"
"$64,798.00","$64,798.00","4"
"$64,799.00","$64,799.00","6"
"$64,800.00","$64,800.00","4"
"$64,801.00","$64,801.00","1"
"$64,802.00","$64,802.00","4"
"$64,803.00","$64,803.00","2"
"$64,804.00","$64,804.00","6"
"$64,805.00","$64,805.00","8"
"$64,806.00","$64,806.00","5"
"$64,807.00","$64,807.00","3"
"$64,808.00","$64,808.00","2"
"$64,809.00","$64,809.00","3"
"$64,810.00","$64,810.00","6"
"$64,811.00","$64,811.00","2"
"$64,812.00","$64,812.00","7"
"$64,813.00","$64,813.00","3"
"$64,814.00","$64,814.00","7"
"$64,815.00","$64,815.00","9"
"$64,816.00","$64,816.00","4"
"$64,817.00","$64,817.00","2"
"$64,818.00","$64,818.00","2"
"$64,819.00","$64,819.00","7"
"$64,820.00","$64,820.00","2"
"$64,821.00","$64,821.00","3"
"$64,822.00","$64,822.00","4"
"$64,824.00","$64,824.00","2"
"$64,825.00","$64,825.00","3"
"$64,826.00","$64,826.00","4"
"$64,827.00","$64,827.00","4"
"$64,828.00","$64,828.00","6"
"$64,829.00","$64,829.00","3"
"$64,830.00","$64,830.00","2"
"$64,831.00","$64,831.00","4"
"$64,832.00","$64,832.00","3"
"$64,833.00","$64,833.00","2"
"$64,834.00","$64,834.00","4"
"$64,835.00","$64,835.00","6"
"$64,836.00","$64,836.00","6"
"$64,837.00","$64,837.00","6"
"$64,839.00","$64,839.00","5"
"$64,840.00","$64,840.00","4"
"$64,841.00","$64,841.00","3"
"$64,842.00","$64,842.00","3"
"$64,843.00","$64,843.00","4"
"$64,844.00","$64,844.00","5"
"$64,845.00","$64,845.00","3"
"$64,846.00","$64,846.00","1"
"$64,847.00","$64,847.00","4"
"$64,848.00","$64,848.00","6"
"$64,849.00","$64,849.00","4"
"$64,850.00","$64,850.00","6"
"$64,851.00","$64,851.00","3"
"$64,852.00","$64,852.00","9"
"$64,853.00","$64,853.00","1"
"$64,854.00","$64,854.00","6"
"$64,855.00","$64,855.00","1"
"$64,856.00","$64,856.00","5"
"$64,857.00","$64,857.00","7"
"$64,858.00","$64,858.00","3"
"$64,859.00","$64,859.00","5"
"$64,860.00","$64,860.00","5"
"$64,861.00","$64,861.00","3"
"$64,862.00","$64,862.00","5"
"$64,863.00","$64,863.00","5"
"$64,864.00","$64,864.00","6"
"$64,865.00","$64,865.00","1"
"$64,866.00","$64,866.00","4"
"$64,867.00","$64,867.00","1"
"$64,868.00","$64,868.00","3"
"$64,870.00","$64,870.00","2"
"$64,871.00","$64,871.00","5"
"$64,872.00","$64,872.00","6"
"$64,873.00","$64,873.00","8"
"$64,874.00","$64,874.00","3"
"$64,875.00","$64,875.00","4"
"$64,876.00","$64,876.00","3"
"$64,877.00","$64,877.00","2"
"$64,878.00","$64,878.00","2"
"$64,879.00","$64,879.00","3"
"$64,880.00","$64,880.00","6"
"$64,881.00","$64,881.00","2"
"$64,882.00","$64,882.00","6"
"$64,883.00","$64,883.00","6"
"$64,884.00","$64,884.00","2"
"$64,885.00","$64,885.00","8"
"$64,886.00","$64,886.00","4"
"$64,887.00","$64,887.00","4"
"$64,888.00","$64,888.00","3"
"$64,889.00","$64,889.00","3"
"$64,890.00","$64,890.00","6"
"$64,891.00","$64,891.00","4"
"$64,892.00","$64,892.00","6"
"$64,893.00","$64,893.00","2"
"$64,894.00","$64,894.00","3"
"$64,895.00","$64,895.00","3"
"$64,896.00","$64,896.00","4"
"$64,897.00","$64,897.00","5"
"$64,898.00","$64,898.00","4"
"$64,899.00","$64,899.00","4"
"$64,900.00","$64,900.00","2"
"$64,901.00","$64,901.00","1"
"$64,902.00","$64,902.00","6"
"$64,903.00","$64,903.00","2"
"$64,904.00","$64,904.00","7"
"$64,905.00","$64,905.00","3"
"$64,906.00","$64,906.00","4"
"$64,907.00","$64,907.00","2"
"$64,908.00","$64,908.00","5"
"$64,909.00","$64,909.00","5"
"$64,910.00","$64,910.00","7"
"$64,911.00","$64,911.00","3"
"$64,912.00","$64,912.00","3"
"$64,913.00","$64,913.00","7"
"$64,914.00","$64,914.00","3"
"$64,915.00","$64,915.00","2"
"$64,916.00","$64,916.00","6"
"$64,917.00","$64,917.00","6"
"$64,918.00","$64,918.00","7"
"$64,919.00","$64,919.00","1"
"$64,920.00","$64,920.00","6"
"$64,921.00","$64,921.00","2"
"$64,922.00","$64,922.00","5"
"$64,923.00","$64,923.00","3"
"$64,924.00","$64,924.00","3"
"$64,925.00","$64,925.00","4"
"$64,926.00","$64,926.00","1"
"$64,927.00","$64,927.00","4"
"$64,928.00","$64,928.00","1"
"$64,929.00","$64,929.00","3"
"$64,930.00","$64,930.00","1"
"$64,931.00","$64,931.00","6"
"$64,932.00","$64,932.00","7"
"$64,933.00","$64,933.00","4"
"$64,934.00","$64,934.00","3"
"$64,935.00","$64,935.00","1"
"$64,936.00","$64,936.00","1"
"$64,937.00","$64,937.00","4"
"$64,938.00","$64,938.00","4"
"$64,939.00","$64,939.00","5"
"$64,940.00","$64,940.00","6"
"$64,941.00","$64,941.00","9"
"$64,942.00","$64,942.00","3"
"$64,943.00","$64,943.00","3"
"$64,944.00","$64,944.00","3"
"$64,946.00","$64,946.00","6"
"$64,947.00","$64,947.00","2"
"$64,948.00","$64,948.00","6"
"$64,949.00","$64,949.00","2"
"$64,950.00","$64,950.00","4"
"$64,951.00","$64,951.00","5"
"$64,952.00","$64,952.00","4"
"$64,953.00","$64,953.00","7"
"$64,954.00","$64,954.00","3"
"$64,955.00","$64,955.00","3"
"$64,956.00","$64,956.00","5"
"$64,957.00","$64,957.00","3"
"$64,958.00","$64,958.00","5"
"$64,959.00","$64,959.00","5"
"$64,960.00","$64,960.00","5"
"$64,961.00","$64,961.00","5"
"$64,962.00","$64,962.00","2"
"$64,963.00","$64,963.00","7"
"$64,964.00","$64,964.00","5"
"$64,965.00","$64,965.00","4"
"$64,966.00","$64,966.00","4"
"$64,967.00","$64,967.00","5"
"$64,968.00","$64,968.00","4"
"$64,969.00","$64,969.00","5"
"$64,971.00","$64,971.00","3"
"$64,972.00","$64,972.00","5"
"$64,973.00","$64,973.00","7"
"$64,974.00","$64,974.00","4"
"$64,975.00","$64,975.00","7"
"$64,976.00","$64,976.00","2"
"$64,977.00","$64,977.00","9"
"$64,978.00","$64,978.00","4"
"$64,979.00","$64,979.00","7"
"$64,980.00","$64,980.00","5"
"$64,981.00","$64,981.00","2"
"$64,982.00","$64,982.00","6"
"$64,983.00","$64,983.00","5"
"$64,984.00","$64,984.00","5"
"$64,985.00","$64,985.00","3"
"$64,986.00","$64,986.00","2"
"$64,987.00","$64,987.00","6"
"$64,988.00","$64,988.00","5"
"$64,989.00","$64,989.00","6"
"$64,990.00","$64,990.00","7"
"$64,991.00","$64,991.00","2"
"$64,992.00","$64,992.00","9"
"$64,993.00","$64,993.00","6"
"$64,994.00","$64,994.00","2"
"$64,995.00","$64,995.00","2"
"$64,996.00","$64,996.00","5"
"$64,997.00","$64,997.00","2"
"$64,998.00","$64,998.00","2"
"$64,999.00","$64,999.00","8"
"$65,000.00","$65,000.00","4"
"$65,001.00","$65,001.00","3"
"$65,002.00","$65,002.00","7"
"$65,003.00","$65,003.00","6"
"$65,004.00","$65,004.00","5"
"$65,005.00","$65,005.00","4"
"$65,006.00","$65,006.00","3"
"$65,007.00","$65,007.00","4"
"$65,008.00","$65,008.00","6"
"$65,009.00","$65,009.00","4"
"$65,010.00","$65,010.00","4"
"$65,011.00","$65,011.00","3"
"$65,012.00","$65,012.00","3"
"$65,013.00","$65,013.00","5"
"$65,014.00","$65,014.00","6"
"$65,015.00","$65,015.00","2"
"$65,016.00","$65,016.00","4"
"$65,017.00","$65,017.00","4"
"$65,018.00","$65,018.00","5"
"$65,019.00","$65,019.00","3"
"$65,020.00","$65,020.00","3"
"$65,021.00","$65,021.00","6"
"$65,022.00","$65,022.00","3"
"$65,023.00","$65,023.00","6"
"$65,024.00","$65,024.00","4"
"$65,025.00","$65,025.00","2"
"$65,026.00","$65,026.00","2"
"$65,027.00","$65,027.00","5"
"$65,028.00","$65,028.00","4"
"$65,029.00","$65,029.00","4"
"$65,030.00","$65,030.00","4"
"$65,031.00","$65,031.00","2"
"$65,032.00","$65,032.00","2"
"$65,033.00","$65,033.00","5"
"$65,034.00","$65,034.00","4"
"$65,035.00","$65,035.00","2"
"$65,037.00","$65,037.00","5"
"$65,038.00","$65,038.00","3"
"$65,039.00","$65,039.00","3"
"$65,040.00","$65,040.00","8"
"$65,041.00","$65,041.00","5"
"$65,042.00","$65,042.00","7"
"$65,043.00","$65,043.00","1"
"$65,044.00","$65,044.00","10"
"$65,045.00","$65,045.00","2"
"$65,046.00","$65,046.00","3"
"$65,047.00","$65,047.00","7"
"$65,048.00","$65,048.00","7"
"$65,049.00","$65,049.00","6"
"$65,050.00","$65,050.00","2"
"$65,051.00","$65,051.00","4"
"$65,052.00","$65,052.00","2"
"$65,053.00","$65,053.00","2"
"$65,054.00","$65,054.00","6"
"$65,055.00","$65,055.00","5"
"$65,056.00","$65,056.00","1"
"$65,057.00","$65,057.00","3"
"$65,058.00","$65,058.00","1"
"$65,059.00","$65,059.00","2"
"$65,060.00","$65,060.00","3"
"$65,061.00","$65,061.00","5"
"$65,062.00","$65,062.00","5"
"$65,063.00","$65,063.00","5"
"$65,064.00","$65,064.00","9"
"$65,065.00","$65,065.00","1"
"$65,066.00","$65,066.00","2"
"$65,067.00","$65,067.00","7"
"$65,068.00","$65,068.00","1"
"$65,069.00","$65,069.00","2"
"$65,070.00","$65,070.00","2"
"$65,071.00","$65,071.00","4"
"$65,072.00","$65,072.00","3"
"$65,073.00","$65,073.00","3"
"$65,074.00","$65,074.00","4"
"$65,075.00","$65,075.00","3"
"$65,076.00","$65,076.00","7"
"$65,077.00","$65,077.00","4"
"$65,078.00","$65,078.00","6"
"$65,079.00","$65,079.00","6"
"$65,080.00","$65,080.00","4"
"$65,081.00","$65,081.00","6"
"$65,082.00","$65,082.00","4"
"$65,083.00","$65,083.00","8"
"$65,084.00","$65,084.00","1"
"$65,085.00","$65,085.00","2"
"$65,086.00","$65,086.00","4"
"$65,087.00","$65,087.00","3"
"$65,088.00","$65,088.00","4"
"$65,089.00","$65,089.00","2"
"$65,090.00","$65,090.00","1"
"$65,091.00","$65,091.00","3"
"$65,092.00","$65,092.00","3"
"$65,093.00","$65,093.00","3"
"$65,094.00","$65,094.00","4"
"$65,095.00","$65,095.00","10"
"$65,096.00","$65,096.00","3"
"$65,097.00","$65,097.00","8"
"$65,098.00","$65,098.00","4"
"$65,099.00","$65,099.00","3"
"$65,101.00","$65,101.00","3"
"$65,102.00","$65,102.00","2"
"$65,103.00","$65,103.00","5"
"$65,104.00","$65,104.00","6"
"$65,105.00","$65,105.00","4"
"$65,106.00","$65,106.00","4"
"$65,107.00","$65,107.00","3"
"$65,108.00","$65,108.00","2"
"$65,109.00","$65,109.00","3"
"$65,110.00","$65,110.00","6"
"$65,111.00","$65,111.00","3"
"$65,112.00","$65,112.00","2"
"$65,113.00","$65,113.00","2"
"$65,114.00","$65,114.00","7"
"$65,115.00","$65,115.00","3"
"$65,116.00","$65,116.00","4"
"$65,117.00","$65,117.00","5"
"$65,118.00","$65,118.00","6"
"$65,119.00","$65,119.00","1"
"$65,120.00","$65,120.00","3"
"$65,121.00","$65,121.00","5"
"$65,122.00","$65,122.00","5"
"$65,123.00","$65,123.00","4"
